* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A)  NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which Infineon disclaims to the maximum extent permitted by applicable law; and
* (B)  NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* LIMITATION OF LIABILITY:  IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR 
* ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved

Release:
	version 3.0


Tag	,	Weight	,	Net	,	Device	,	Terminal
Defect_Open_829	,	1	,	xdut.xi68.xi5.net25	,	xdut.xi68.xi5.mntrans35	,	S
Defect_Open_830	,	1	,	vss!	,	xdut.xi68.xi4.mntrans36	,	S
Defect_Open_831	,	1	,	xdut.xi68.xi4.net25	,	xdut.xi68.xi4.mntrans35	,	S
Defect_Open_832	,	1	,	vdda_pulsed	,	xdut.xi68.xi3.mptrans38	,	S
Defect_Open_833	,	1	,	vdda_pulsed	,	xdut.xi68.xi3.mptrans37	,	S
Defect_Open_834	,	1	,	vss!	,	xdut.xi68.xi3.mntrans36	,	S
Defect_Open_835	,	1	,	xdut.xi68.xi3.net25	,	xdut.xi68.xi3.mntrans35	,	S
Defect_Open_836	,	1	,	vdda_pulsed	,	xdut.xi68.xi2.mptrans38	,	S
Defect_Open_837	,	1	,	vdda_pulsed	,	xdut.xi68.xi2.mptrans37	,	S
Defect_Open_838	,	1	,	vss!	,	xdut.xi68.xi2.mntrans36	,	S
Defect_Open_839	,	1	,	xdut.xi68.xi2.net25	,	xdut.xi68.xi2.mntrans35	,	S
Defect_Open_840	,	1	,	vdda_pulsed	,	xdut.xi68.xi1.mptrans38	,	S
Defect_Open_841	,	1	,	vdda_pulsed	,	xdut.xi68.xi1.mptrans37	,	S
Defect_Open_842	,	1	,	vss!	,	xdut.xi68.xi1.mntrans36	,	S
Defect_Open_843	,	1	,	xdut.xi68.xi1.net25	,	xdut.xi68.xi1.mntrans35	,	S
Defect_Open_844	,	1	,	vdda_pulsed	,	xdut.xi68.xi105.mptrans38	,	S
Defect_Open_845	,	1	,	vdda_pulsed	,	xdut.xi68.xi105.mptrans37	,	S
Defect_Open_846	,	1	,	vss!	,	xdut.xi68.xi105.mntrans36	,	S
Defect_Open_847	,	1	,	xdut.xi68.xi105.net25	,	xdut.xi68.xi105.mntrans35	,	S
Defect_Open_848	,	1	,	xdut.xi7.net070	,	xdut.xi7.m2	,	S
Defect_Open_849	,	1	,	vdda_pulsed	,	xdut.xi7.m16	,	S
Defect_Open_850	,	1	,	vdda_pulsed	,	xdut.xi7.m14	,	S
Defect_Open_851	,	1	,	vdda_pulsed	,	xdut.xi7.m13	,	S
Defect_Open_852	,	1	,	vdda_pulsed	,	xdut.xi7.m12	,	S
Defect_Open_853	,	1	,	vdda_pulsed	,	xdut.xi7.m3	,	S
Defect_Open_854	,	1	,	vdda_pulsed	,	xdut.xi7.m1	,	S
Defect_Open_855	,	20	,	vdda_pulsed	,	xdut.xi7.m11	,	S
Defect_Open_856	,	1	,	vss!	,	xdut.xi7.m47	,	S
Defect_Open_857	,	1	,	vss!	,	xdut.xi7.m46	,	S
Defect_Open_858	,	1	,	vss!	,	xdut.xi7.mn13	,	S
Defect_Open_859	,	1	,	vss!	,	xdut.xi7.m45	,	S
Defect_Open_860	,	1	,	vss!	,	xdut.xi7.m33	,	S
Defect_Open_861	,	1	,	vss!	,	xdut.xi7.m44	,	S
Defect_Open_862	,	1	,	xdut.amp_out	,	xdut.xi7.m35	,	S
Defect_Open_863	,	1	,	xdut.xi7.vb_n	,	xdut.xi7.mn17	,	S
Defect_Open_864	,	1	,	vss!	,	xdut.xi7.m43	,	S
Defect_Open_865	,	4	,	xdut.xi7.net011	,	xdut.xi7.m5	,	S
Defect_Open_866	,	1	,	vss!	,	xdut.xi7.m38	,	S
Defect_Open_867	,	1	,	xdut.xi7.net021	,	xdut.xi7.m34	,	S
Defect_Open_868	,	4	,	xdut.xi7.net011	,	xdut.xi7.m4	,	S
Defect_Open_869	,	1	,	vss!	,	xdut.xi7.m49	,	S
Defect_Open_870	,	10	,	vss!	,	xdut.xi7.m50	,	S
Defect_Open_871	,	10	,	xdut.xi7.net033	,	xdut.xi7.m51	,	S
Defect_Open_872	,	1	,	vss!	,	xdut.xi7.m48	,	S
Defect_Open_873	,	1	,	xdut.xi7.net049	,	xdut.xi7.xi82.m4	,	S
Defect_Open_874	,	1	,	xdut.vref	,	xdut.xi7.xi82.m3	,	S
Defect_Open_875	,	1	,	xdut.xi7.net063	,	xdut.xi7.xi84.m4	,	S
Defect_Open_876	,	1	,	xdut.feedback	,	xdut.xi7.xi84.m3	,	S
Defect_Open_877	,	1	,	xdut.xi7.net063	,	xdut.xi7.xi83.m4	,	S
Defect_Open_878	,	1	,	xdut.vref	,	xdut.xi7.xi83.m3	,	S
Defect_Open_879	,	1	,	xdut.xi7.net076	,	xdut.xi7.xi78.m4	,	S
Defect_Open_880	,	1	,	xdut.xi7.net078	,	xdut.xi7.xi78.m3	,	S
Defect_Open_881	,	1	,	xdut.xi7.net0117	,	xdut.xi7.xi80.m4	,	S
Defect_Open_882	,	1	,	xdut.xi7.net076	,	xdut.xi7.xi80.m3	,	S
Defect_Open_883	,	1	,	xdut.xi7.net019	,	xdut.xi7.xi79.m4	,	S
Defect_Open_884	,	1	,	xdut.xi7.net078	,	xdut.xi7.xi79.m3	,	S
Defect_Open_885	,	1	,	xdut.xi7.net0117	,	xdut.xi7.xi81.m4	,	S
Defect_Open_886	,	1	,	xdut.xi7.net019	,	xdut.xi7.xi81.m3	,	S
Defect_Open_887	,	1	,	xdut.xi7.net049	,	xdut.xi7.xi85.m4	,	S
Defect_Open_888	,	1	,	xdut.feedback	,	xdut.xi7.xi85.m3	,	S
Defect_Open_889	,	1	,	vdda_pulsed	,	xdut.xi7.xi118.mptrans15	,	S
Defect_Open_890	,	1	,	vdda_pulsed	,	xdut.xi7.xi118.mp10	,	S
Defect_Open_891	,	1	,	vss!	,	xdut.xi7.xi118.mntrans13	,	S
Defect_Open_892	,	1	,	vss!	,	xdut.xi7.xi118.mn10	,	S
Defect_Open_893	,	1	,	vdda_pulsed	,	xdut.xi7.xi119.mptrans15	,	S
Defect_Open_894	,	1	,	vdda_pulsed	,	xdut.xi7.xi119.mp10	,	S
Defect_Open_895	,	1	,	vss!	,	xdut.xi7.xi119.mntrans13	,	S
Defect_Open_896	,	1	,	vss!	,	xdut.xi7.xi119.mn10	,	S
Defect_Open_897	,	1	,	vdda_pulsed	,	xdut.xi7.xi136.mptrans25	,	S
Defect_Open_898	,	1	,	vdda_pulsed	,	xdut.xi7.xi136.mptrans24	,	S
Defect_Open_899	,	1	,	vdda_pulsed	,	xdut.xi7.xi136.mptrans23	,	S
Defect_Open_900	,	1	,	vss!	,	xdut.xi7.xi136.mntrans22	,	S
Defect_Open_901	,	1	,	xdut.xi7.xi136.net32	,	xdut.xi7.xi136.mntrans21	,	S
Defect_Open_902	,	1	,	vss!	,	xdut.xi7.xi136.mntrans20	,	S
Defect_Open_903	,	1	,	vdda_pulsed	,	xdut.xi7.xi137.mptrans25	,	S
Defect_Open_904	,	1	,	vdda_pulsed	,	xdut.xi7.xi137.mptrans24	,	S
Defect_Open_905	,	1	,	vdda_pulsed	,	xdut.xi7.xi137.mptrans23	,	S
Defect_Open_906	,	1	,	vss!	,	xdut.xi7.xi137.mntrans22	,	S
Defect_Open_907	,	1	,	xdut.xi7.xi137.net32	,	xdut.xi7.xi137.mntrans21	,	S
Defect_Open_908	,	1	,	vss!	,	xdut.xi7.xi137.mntrans20	,	S
Defect_Open_909	,	1	,	vdda_pulsed	,	xdut.xi7.xi143.mptrans10	,	S
Defect_Open_910	,	1	,	vss!	,	xdut.xi7.xi143.mntrans11	,	S
Defect_Open_911	,	1	,	vdda_pulsed	,	xdut.xi7.xi92.mptrans10	,	S
Defect_Open_912	,	1	,	vss!	,	xdut.xi7.xi92.mntrans11	,	S
Defect_Open_913	,	1	,	vss!	,	xdut.xi7.xi106.mntrans19	,	S
Defect_Open_914	,	1	,	vss!	,	xdut.xi7.xi106.mntrans18	,	S
Defect_Open_915	,	1	,	xdut.xi7.xi106.net27	,	xdut.xi7.xi106.mptrans17	,	S
Defect_Open_916	,	1	,	vdda_pulsed	,	xdut.xi7.xi106.mptrans16	,	S
Defect_Open_917	,	1	,	vss!	,	xdut.xi7.xi107.mntrans19	,	S
Defect_Open_918	,	1	,	vss!	,	xdut.xi7.xi107.mntrans18	,	S
Defect_Open_919	,	1	,	xdut.xi7.xi107.net27	,	xdut.xi7.xi107.mptrans17	,	S
Defect_Open_920	,	1	,	vdda_pulsed	,	xdut.xi7.xi107.mptrans16	,	S
Defect_Open_921	,	1	,	vdda_pulsed	,	xdut.xi7.xi94.mptrans15	,	S
Defect_Open_922	,	1	,	vdda_pulsed	,	xdut.xi7.xi94.mptrans14	,	S
Defect_Open_923	,	1	,	vss!	,	xdut.xi7.xi94.mntrans13	,	S
Defect_Open_924	,	1	,	vss!	,	xdut.xi7.xi94.mntrans12	,	S
Defect_Open_925	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi146.mptrans10	,	S
Defect_Open_926	,	1	,	xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi146.mntrans11	,	S
Defect_Open_927	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi47.mptrans10	,	S
Defect_Open_928	,	1	,	vss!	,	xdut.xi7.xi72.xi47.mntrans11	,	S
Defect_Open_929	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi48.mptrans10	,	S
Defect_Open_930	,	1	,	vss!	,	xdut.xi7.xi72.xi48.mntrans11	,	S
Defect_Open_931	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi35.mptrans10	,	S
Defect_Open_932	,	1	,	vss!	,	xdut.xi7.xi72.xi35.mntrans11	,	S
Defect_Open_933	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi34.mptrans10	,	S
Defect_Open_934	,	1	,	vss!	,	xdut.xi7.xi72.xi34.mntrans11	,	S
Defect_Open_935	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi49.mptrans10	,	S
Defect_Open_936	,	1	,	vss!	,	xdut.xi7.xi72.xi49.mntrans11	,	S
Defect_Open_937	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi31.mptrans10	,	S
Defect_Open_938	,	1	,	vss!	,	xdut.xi7.xi72.xi31.mntrans11	,	S
Defect_Open_939	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi30.mptrans10	,	S
Defect_Open_940	,	1	,	vss!	,	xdut.xi7.xi72.xi30.mntrans11	,	S
Defect_Open_941	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi33.mptrans10	,	S
Defect_Open_942	,	1	,	vss!	,	xdut.xi7.xi72.xi33.mntrans11	,	S
Defect_Open_943	,	1	,	vdda_pulsed	,	xdut.xi7.xi72.xi27.mptrans10	,	S
Defect_Open_944	,	1	,	vss!	,	xdut.xi7.xi72.xi27.mntrans11	,	S
Defect_Open_945	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi146.mptrans10	,	S
Defect_Open_946	,	1	,	xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi146.mntrans11	,	S
Defect_Open_947	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi47.mptrans10	,	S
Defect_Open_948	,	1	,	vss!	,	xdut.xi7.xi147.xi47.mntrans11	,	S
Defect_Open_949	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi48.mptrans10	,	S
Defect_Open_950	,	1	,	vss!	,	xdut.xi7.xi147.xi48.mntrans11	,	S
Defect_Open_951	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi35.mptrans10	,	S
Defect_Open_952	,	1	,	vss!	,	xdut.xi7.xi147.xi35.mntrans11	,	S
Defect_Open_953	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi34.mptrans10	,	S
Defect_Open_954	,	1	,	vss!	,	xdut.xi7.xi147.xi34.mntrans11	,	S
Defect_Open_955	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi49.mptrans10	,	S
Defect_Open_956	,	1	,	vss!	,	xdut.xi7.xi147.xi49.mntrans11	,	S
Defect_Open_957	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi31.mptrans10	,	S
Defect_Open_958	,	1	,	vss!	,	xdut.xi7.xi147.xi31.mntrans11	,	S
Defect_Open_959	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi30.mptrans10	,	S
Defect_Open_960	,	1	,	vss!	,	xdut.xi7.xi147.xi30.mntrans11	,	S
Defect_Open_961	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi33.mptrans10	,	S
Defect_Open_962	,	1	,	vss!	,	xdut.xi7.xi147.xi33.mntrans11	,	S
Defect_Open_963	,	1	,	vdda_pulsed	,	xdut.xi7.xi147.xi27.mptrans10	,	S
Defect_Open_964	,	1	,	vss!	,	xdut.xi7.xi147.xi27.mntrans11	,	S
Defect_Open_965	,	1	,	xdut.xi32.net7	,	xdut.xi32.xi4.mptrans37	,	D
Defect_Open_966	,	1	,	xdut.xi32.net7	,	xdut.xi32.xi4.mptrans38	,	D
Defect_Open_967	,	1	,	vdda_pulsed	,	xdut.xi32.xi4.mptrans37	,	S
Defect_Open_968	,	1	,	vdda_pulsed	,	xdut.xi32.xi4.mptrans38	,	S
Defect_Open_969	,	1	,	xdut.xi68.net7	,	xdut.xi68.xi4.mptrans37	,	D
Defect_Open_970	,	1	,	xdut.xi68.net7	,	xdut.xi68.xi4.mptrans38	,	D
Defect_Open_971	,	1	,	vdda_pulsed	,	xdut.xi68.xi4.mptrans37	,	S
Defect_Open_972	,	1	,	vdda_pulsed	,	xdut.xi68.xi4.mptrans38	,	S
Defect_Open_973	,	1	,	vss!	,	xdut.xi7.xi118.mn3	,	D
Defect_Open_974	,	1	,	vss!	,	xdut.xi7.xi118.mn0	,	D
Defect_Open_975	,	1	,	vss!	,	xdut.xi7.xi118.mn3	,	S
Defect_Open_976	,	1	,	vss!	,	xdut.xi7.xi118.mn0	,	S
Defect_Open_977	,	1	,	vdda_pulsed	,	xdut.xi7.xi118.mp3	,	D
Defect_Open_978	,	1	,	vdda_pulsed	,	xdut.xi7.xi118.mp0	,	D
Defect_Open_979	,	1	,	vdda_pulsed	,	xdut.xi7.xi118.mp3	,	S
Defect_Open_980	,	1	,	vdda_pulsed	,	xdut.xi7.xi118.mp0	,	S
Defect_Open_981	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<1>	,	D
Defect_Open_982	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<2>	,	D
Defect_Open_983	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<3>	,	D
Defect_Open_984	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<4>	,	D
Defect_Open_985	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<5>	,	D
Defect_Open_986	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<6>	,	D
Defect_Open_987	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<7>	,	D
Defect_Open_988	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<8>	,	D
Defect_Open_989	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<9>	,	D
Defect_Open_990	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<10>	,	D
Defect_Open_991	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<11>	,	D
Defect_Open_992	,	2	,	xdut.xi9.net011	,	xdut.xi9.m1<12>	,	D
Defect_Open_993	,	1	,	vss!	,	xdut.xi7.xi119.mn3	,	D
Defect_Open_994	,	1	,	vss!	,	xdut.xi7.xi119.mn0	,	D
Defect_Open_995	,	2	,	vout	,	xdut.xi9.m1<1>	,	S
Defect_Open_996	,	2	,	vout	,	xdut.xi9.m1<2>	,	S
Defect_Open_997	,	2	,	vout	,	xdut.xi9.m1<3>	,	S
Defect_Open_998	,	2	,	vout	,	xdut.xi9.m1<4>	,	S
Defect_Open_999	,	2	,	vout	,	xdut.xi9.m1<5>	,	S
Defect_Open_1000	,	2	,	vout	,	xdut.xi9.m1<6>	,	S
Defect_Open_1001	,	2	,	vout	,	xdut.xi9.m1<7>	,	S
Defect_Open_1002	,	2	,	vout	,	xdut.xi9.m1<8>	,	S
Defect_Open_1003	,	2	,	vout	,	xdut.xi9.m1<9>	,	S
Defect_Open_1004	,	2	,	vout	,	xdut.xi9.m1<10>	,	S
Defect_Open_1005	,	2	,	vout	,	xdut.xi9.m1<11>	,	S
Defect_Open_1006	,	2	,	vout	,	xdut.xi9.m1<12>	,	S
Defect_Open_1007	,	1	,	vss!	,	xdut.xi7.xi119.mn3	,	S
Defect_Open_1008	,	1	,	vss!	,	xdut.xi7.xi119.mn0	,	S
Defect_Open_1009	,	1	,	xdut.net13	,	xdut.xi32.xi4.mptrans37	,	G
Defect_Open_1010	,	1	,	xdut.net13	,	xdut.xi32.xi4.mptrans38	,	G
Defect_Open_1011	,	1	,	vdda_pulsed	,	xdut.xi7.xi119.mp3	,	D
Defect_Open_1012	,	1	,	vdda_pulsed	,	xdut.xi7.xi119.mp0	,	D
Defect_Open_1013	,	1	,	vdda_pulsed	,	xdut.xi7.xi119.mp3	,	S
Defect_Open_1014	,	1	,	vdda_pulsed	,	xdut.xi7.xi119.mp0	,	S
Defect_Open_1015	,	1	,	xdut.net14	,	xdut.xi68.xi4.mptrans37	,	G
Defect_Open_1016	,	1	,	xdut.net14	,	xdut.xi68.xi4.mptrans38	,	G
Defect_Open_1017	,	1	,	xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn3	,	G
Defect_Open_1018	,	1	,	xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mn0	,	G
Defect_Open_1019	,	1	,	xdut.xi7.net0117	,	xdut.xi7.c3	,	1
Defect_Open_1020	,	1	,	xdut.xi7.net0117	,	xdut.xi7.c1	,	1
Defect_Open_1021	,	1	,	xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mp3	,	G
Defect_Open_1022	,	1	,	xdut.xi7.xi118.net031	,	xdut.xi7.xi118.mp0	,	G
Defect_Open_1023	,	2	,	xdut.gate	,	xdut.xi9.m1<1>	,	G
Defect_Open_1024	,	2	,	xdut.gate	,	xdut.xi9.m1<2>	,	G
Defect_Open_1025	,	2	,	xdut.gate	,	xdut.xi9.m1<3>	,	G
Defect_Open_1026	,	2	,	xdut.gate	,	xdut.xi9.m1<4>	,	G
Defect_Open_1027	,	2	,	xdut.gate	,	xdut.xi9.m1<5>	,	G
Defect_Open_1028	,	2	,	xdut.gate	,	xdut.xi9.m1<6>	,	G
Defect_Open_1029	,	2	,	xdut.gate	,	xdut.xi9.m1<7>	,	G
Defect_Open_1030	,	2	,	xdut.gate	,	xdut.xi9.m1<8>	,	G
Defect_Open_1031	,	2	,	xdut.gate	,	xdut.xi9.m1<9>	,	G
Defect_Open_1032	,	2	,	xdut.gate	,	xdut.xi9.m1<10>	,	G
Defect_Open_1033	,	2	,	xdut.gate	,	xdut.xi9.m1<11>	,	G
Defect_Open_1034	,	2	,	xdut.gate	,	xdut.xi9.m1<12>	,	G
Defect_Open_1035	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn3	,	G
Defect_Open_1036	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mn0	,	G
Defect_Open_1037	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mp3	,	G
Defect_Open_1038	,	1	,	xdut.xi7.xi119.net031	,	xdut.xi7.xi119.mp0	,	G
