* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net,path-port,device,terminal
TAG	,	Net	,	Path	,	Device	,	Terminal
G_2740	,	DUT.I42.I14.net014	,	DUT.I42.I14.I26.ptrans10:g	,	preg	,	g
G_2741	,	DUT.I42.I14.net014	,	DUT.I42.I14.I26.ntrans11:g	,	nreg	,	g
G_2742	,	DUT.I42.I14.net018	,	DUT.I42.I14.I19.ptrans10:g	,	preg	,	g
G_2743	,	DUT.I42.I14.net018	,	DUT.I42.I14.I19.ntrans11:g	,	nreg	,	g
G_2744	,	DUT.I42.I14.net024	,	DUT.I42.I14.I21.ptrans10:g	,	preg	,	g
G_2745	,	DUT.I42.I14.net024	,	DUT.I42.I14.I21.ntrans11:g	,	nreg	,	g
G_2746	,	DUT.I42.I14.net023	,	DUT.I42.I14.I0.M122:g	,	preg	,	g
G_2747	,	DUT.I42.I14.net023	,	DUT.I42.I14.I0.M124:g	,	nreg	,	g
G_2748	,	DUT.I42.I14.net023	,	DUT.I42.I14.I33.ptrans23:g	,	preg	,	g
G_2749	,	DUT.I42.I14.net023	,	DUT.I42.I14.I33.ntrans20:g	,	nreg	,	g
G_2750	,	DUT.I42.I14.net14	,	DUT.I42.I14.I0.M127:g	,	preg	,	g
G_2751	,	DUT.I42.I14.net14	,	DUT.I42.I14.I0.M55:g	,	preg	,	g
G_2752	,	DUT.I42.I14.net14	,	DUT.I42.I14.I0.M126:g	,	nreg	,	g
G_2753	,	DUT.I42.I14.net14	,	DUT.I42.I14.I0.M54:g	,	nreg	,	g
G_2754	,	DUT.I42.I14.net14	,	DUT.I42.I14.I30.ptrans10:g	,	preg	,	g
G_2755	,	DUT.I42.I14.net14	,	DUT.I42.I14.I30.ntrans11:g	,	nreg	,	g
G_2756	,	DUT.I42.I14.rst	,	DUT.I42.I14.I0.I0.ptrans10:g	,	preg	,	g
G_2757	,	DUT.I42.I14.rst	,	DUT.I42.I14.I0.I0.ntrans11:g	,	nreg	,	g
G_2758	,	DUT.I42.I14.rst	,	DUT.I42.I14.I0.M3:g	,	nreg	,	g
G_2759	,	DUT.I42.I14.rst	,	DUT.I42.I14.I0.M2:g	,	nreg	,	g
G_2760	,	DUT.I42.I14.rst	,	DUT.I42.I14.I138.I0.ptrans10:g	,	preg	,	g
G_2761	,	DUT.I42.I14.rst	,	DUT.I42.I14.I138.I0.ntrans11:g	,	nreg	,	g
G_2762	,	DUT.I42.I14.rst	,	DUT.I42.I14.I138.M3:g	,	nreg	,	g
G_2763	,	DUT.I42.I14.rst	,	DUT.I42.I14.I138.M2:g	,	nreg	,	g
G_2764	,	DUT.I42.I14.net022	,	DUT.I42.I14.I138.M122:g	,	preg	,	g
G_2765	,	DUT.I42.I14.net022	,	DUT.I42.I14.I138.M124:g	,	nreg	,	g
G_2766	,	DUT.I42.I14.net022	,	DUT.I42.I14.I32.ptrans23:g	,	preg	,	g
G_2767	,	DUT.I42.I14.net022	,	DUT.I42.I14.I32.ntrans20:g	,	nreg	,	g
G_2768	,	DUT.I42.I14.net016	,	DUT.I42.I14.I138.M127:g	,	preg	,	g
G_2769	,	DUT.I42.I14.net016	,	DUT.I42.I14.I138.M55:g	,	preg	,	g
G_2770	,	DUT.I42.I14.net016	,	DUT.I42.I14.I138.M126:g	,	nreg	,	g
G_2771	,	DUT.I42.I14.net016	,	DUT.I42.I14.I138.M54:g	,	nreg	,	g
G_2772	,	DUT.I42.I14.net016	,	DUT.I42.I14.I29.ptrans10:g	,	preg	,	g
G_2773	,	DUT.I42.I14.net016	,	DUT.I42.I14.I29.ntrans11:g	,	nreg	,	g
G_2774	,	DUT.I42.I14.net027	,	DUT.I42.I14.I28.ptrans10:g	,	preg	,	g
G_2775	,	DUT.I42.I14.net027	,	DUT.I42.I14.I28.ntrans11:g	,	nreg	,	g
G_2776	,	DUT.I42.I14.net011	,	DUT.I42.I14.I24.ptrans10:g	,	preg	,	g
G_2777	,	DUT.I42.I14.net011	,	DUT.I42.I14.I24.ntrans11:g	,	nreg	,	g
G_2778	,	DUT.I42.I14.net021	,	DUT.I42.I14.I27.ptrans10:g	,	preg	,	g
G_2779	,	DUT.I42.I14.net021	,	DUT.I42.I14.I27.ntrans11:g	,	nreg	,	g
G_2780	,	DUT.I42.I14.net012	,	DUT.I42.I14.I16.ptrans10:g	,	preg	,	g
G_2781	,	DUT.I42.I14.net012	,	DUT.I42.I14.I16.ntrans11:g	,	nreg	,	g
G_2782	,	DUT.I42.I14.net020	,	DUT.I42.I14.I33.ptrans24:g	,	preg	,	g
G_2783	,	DUT.I42.I14.net020	,	DUT.I42.I14.I33.ntrans21:g	,	nreg	,	g
G_2784	,	DUT.I42.I14.net020	,	DUT.I42.I14.I32.ptrans24:g	,	preg	,	g
G_2785	,	DUT.I42.I14.net020	,	DUT.I42.I14.I32.ntrans21:g	,	nreg	,	g
G_2786	,	DUT.I42.I14.net08	,	DUT.I42.I14.I35.ptrans24:g	,	preg	,	g
G_2787	,	DUT.I42.I14.net08	,	DUT.I42.I14.I35.ntrans21:g	,	nreg	,	g
G_2788	,	DUT.I42.I14.net08	,	DUT.I42.I14.I31.ptrans23:g	,	preg	,	g
G_2789	,	DUT.I42.I14.net08	,	DUT.I42.I14.I31.ntrans20:g	,	nreg	,	g
G_2790	,	DUT.I42.I14.net09	,	DUT.I42.I14.I35.ptrans23:g	,	preg	,	g
G_2791	,	DUT.I42.I14.net09	,	DUT.I42.I14.I35.ntrans20:g	,	nreg	,	g
G_2792	,	DUT.I42.I14.net09	,	DUT.I42.I14.I31.ptrans24:g	,	preg	,	g
G_2793	,	DUT.I42.I14.net09	,	DUT.I42.I14.I31.ntrans21:g	,	nreg	,	g
G_2794	,	DUT.I42.I14.I0.b	,	DUT.I42.I14.I0.M131:g	,	preg	,	g
G_2795	,	DUT.I42.I14.I0.b	,	DUT.I42.I14.I0.M49:g	,	preg	,	g
G_2796	,	DUT.I42.I14.I0.b	,	DUT.I42.I14.I0.M121:g	,	nreg	,	g
G_2797	,	DUT.I42.I14.I0.b	,	DUT.I42.I14.I0.M130:g	,	nreg	,	g
G_2798	,	DUT.I42.I14.I0.b	,	DUT.I42.I14.I0.M51:g	,	nreg	,	g
G_2799	,	DUT.I42.I14.I0.a	,	DUT.I42.I14.I0.M125:g	,	preg	,	g
G_2800	,	DUT.I42.I14.I0.a	,	DUT.I42.I14.I0.M52:g	,	nreg	,	g
G_2801	,	DUT.I42.I14.I0.net016	,	DUT.I42.I14.I0.M1:g	,	preg	,	g
G_2802	,	DUT.I42.I14.I0.net016	,	DUT.I42.I14.I0.M0:g	,	preg	,	g
G_2803	,	DUT.I42.I14.I138.b	,	DUT.I42.I14.I138.M131:g	,	preg	,	g
G_2804	,	DUT.I42.I14.I138.b	,	DUT.I42.I14.I138.M49:g	,	preg	,	g
G_2805	,	DUT.I42.I14.I138.b	,	DUT.I42.I14.I138.M121:g	,	nreg	,	g
G_2806	,	DUT.I42.I14.I138.b	,	DUT.I42.I14.I138.M130:g	,	nreg	,	g
G_2807	,	DUT.I42.I14.I138.b	,	DUT.I42.I14.I138.M51:g	,	nreg	,	g
G_2808	,	DUT.I42.I14.I138.a	,	DUT.I42.I14.I138.M125:g	,	preg	,	g
G_2809	,	DUT.I42.I14.I138.a	,	DUT.I42.I14.I138.M52:g	,	nreg	,	g
G_2810	,	DUT.I42.I14.I138.net016	,	DUT.I42.I14.I138.M1:g	,	preg	,	g
G_2811	,	DUT.I42.I14.I138.net016	,	DUT.I42.I14.I138.M0:g	,	preg	,	g
G_2812	,	DUT.I42.I14.I35.net39	,	DUT.I42.I14.I35.ptrans25:g	,	preg	,	g
G_2813	,	DUT.I42.I14.I35.net39	,	DUT.I42.I14.I35.ntrans22:g	,	nreg	,	g
G_2814	,	DUT.I42.I14.I31.net39	,	DUT.I42.I14.I31.ptrans25:g	,	preg	,	g
G_2815	,	DUT.I42.I14.I31.net39	,	DUT.I42.I14.I31.ntrans22:g	,	nreg	,	g
G_2816	,	DUT.I42.I14.I33.net39	,	DUT.I42.I14.I33.ptrans25:g	,	preg	,	g
G_2817	,	DUT.I42.I14.I33.net39	,	DUT.I42.I14.I33.ntrans22:g	,	nreg	,	g
G_2818	,	DUT.I42.I14.I32.net39	,	DUT.I42.I14.I32.ptrans25:g	,	preg	,	g
G_2819	,	DUT.I42.I14.I32.net39	,	DUT.I42.I14.I32.ntrans22:g	,	nreg	,	g
G_2820	,	DUT.I73.b	,	DUT.I73.M131:g	,	preg	,	g
G_2821	,	DUT.I73.b	,	DUT.I73.M49:g	,	preg	,	g
G_2822	,	DUT.I73.b	,	DUT.I73.M121:g	,	nreg	,	g
G_2823	,	DUT.I73.b	,	DUT.I73.M130:g	,	nreg	,	g
G_2824	,	DUT.I73.b	,	DUT.I73.M51:g	,	nreg	,	g
G_2825	,	DUT.I73.a	,	DUT.I73.M125:g	,	preg	,	g
G_2826	,	DUT.I73.a	,	DUT.I73.M52:g	,	nreg	,	g
G_2827	,	DUT.I73.net016	,	DUT.I73.M1:g	,	preg	,	g
G_2828	,	DUT.I73.net016	,	DUT.I73.M0:g	,	preg	,	g
G_2829	,	DUT.I74.b	,	DUT.I74.M131:g	,	preg	,	g
G_2830	,	DUT.I74.b	,	DUT.I74.M49:g	,	preg	,	g
G_2831	,	DUT.I74.b	,	DUT.I74.M121:g	,	nreg	,	g
G_2832	,	DUT.I74.b	,	DUT.I74.M130:g	,	nreg	,	g
G_2833	,	DUT.I74.b	,	DUT.I74.M51:g	,	nreg	,	g
G_2834	,	DUT.I74.a	,	DUT.I74.M125:g	,	preg	,	g
G_2835	,	DUT.I74.a	,	DUT.I74.M52:g	,	nreg	,	g
G_2836	,	DUT.I74.net016	,	DUT.I74.M1:g	,	preg	,	g
G_2837	,	DUT.I74.net016	,	DUT.I74.M0:g	,	preg	,	g
G_2838	,	DUT.I77.net39	,	DUT.I77.ptrans25:g	,	preg	,	g
G_2839	,	DUT.I77.net39	,	DUT.I77.ntrans22:g	,	nreg	,	g
G_2840	,	DUT.I76.net39	,	DUT.I76.ptrans25:g	,	preg	,	g
G_2841	,	DUT.I76.net39	,	DUT.I76.ntrans22:g	,	nreg	,	g
G_2842	,	DUT.I75.net26	,	DUT.I75.ptrans22:g	,	preg	,	g
G_2843	,	DUT.I75.net26	,	DUT.I75.ntrans25:g	,	nreg	,	g
2X_1	,	VSS!	,	DUT.I10.I150.M90:d	,	preg	,	d
2X_2	,	VSS!	,	DUT.I10.I150.M84:d	,	preg	,	d
2X_3	,	VSS!	,	DUT.I12.M90:d	,	preg	,	d
2X_4	,	VSS!	,	DUT.I12.M84:d	,	preg	,	d
2X_5	,	VSS!	,	DUT.I67.M90:d	,	preg	,	d
2X_6	,	VSS!	,	DUT.I67.M84:d	,	preg	,	d
2X_7	,	VSS!	,	DUT.I17.M90:d	,	preg	,	d
2X_8	,	VSS!	,	DUT.I17.M84:d	,	preg	,	d
2X_9	,	VSS!	,	DUT.I19.M90:d	,	preg	,	d
2X_10	,	VSS!	,	DUT.I19.M84:d	,	preg	,	d
2X_11	,	VSS!	,	DUT.I32.M8:d	,	preg	,	d
2X_12	,	VSS!	,	DUT.I0.I126.M90:d	,	preg	,	d
2X_13	,	VSS!	,	DUT.I0.I126.M84:d	,	preg	,	d
2X_14	,	VSS!	,	DUT.I0.I127.M90:d	,	preg	,	d
2X_15	,	VSS!	,	DUT.I0.I127.M84:d	,	preg	,	d
2X_16	,	VSS!	,	DUT.I57.I150.M90:d	,	preg	,	d
2X_17	,	VSS!	,	DUT.I57.I150.M84:d	,	preg	,	d
2X_18	,	VSS!	,	DUT.I51.I150.M90:d	,	preg	,	d
2X_19	,	VSS!	,	DUT.I51.I150.M84:d	,	preg	,	d
2X_20	,	VSS!	,	DUT.I42.I17.M90:d	,	preg	,	d
2X_21	,	VSS!	,	DUT.I42.I17.M84:d	,	preg	,	d
2X_22	,	VDDc!	,	DUT.I10.I150.M91:d	,	nreg	,	d
2X_23	,	VDDc!	,	DUT.I10.I150.M85:d	,	nreg	,	d
2X_24	,	VDDc!	,	DUT.I12.M91:d	,	nreg	,	d
2X_25	,	VDDc!	,	DUT.I12.M85:d	,	nreg	,	d
2X_26	,	VDDc!	,	DUT.I67.M91:d	,	nreg	,	d
2X_27	,	VDDc!	,	DUT.I67.M85:d	,	nreg	,	d
2X_28	,	VDDc!	,	DUT.I17.M91:d	,	nreg	,	d
2X_29	,	VDDc!	,	DUT.I17.M85:d	,	nreg	,	d
2X_30	,	VDDc!	,	DUT.I19.M91:d	,	nreg	,	d
2X_31	,	VDDc!	,	DUT.I19.M85:d	,	nreg	,	d
2X_32	,	VDDc!	,	DUT.I32.M7:d	,	nreg	,	d
2X_33	,	VDDc!	,	DUT.I32.R0:1	,	resistor	,	1
2X_34	,	VDDc!	,	DUT.I0.I126.M91:d	,	nreg	,	d
2X_35	,	VDDc!	,	DUT.I0.I126.M85:d	,	nreg	,	d
2X_36	,	VDDc!	,	DUT.I0.I127.M91:d	,	nreg	,	d
2X_37	,	VDDc!	,	DUT.I0.I127.M85:d	,	nreg	,	d
2X_38	,	VDDc!	,	DUT.I57.I150.M91:d	,	nreg	,	d
2X_39	,	VDDc!	,	DUT.I57.I150.M85:d	,	nreg	,	d
2X_40	,	VDDc!	,	DUT.I51.I150.M91:d	,	nreg	,	d
2X_41	,	VDDc!	,	DUT.I51.I150.M85:d	,	nreg	,	d
2X_42	,	VDDc!	,	DUT.I42.I17.M91:d	,	nreg	,	d
2X_43	,	VDDc!	,	DUT.I42.I17.M85:d	,	nreg	,	d
2X_44	,	adcclk	,	DUT.I54.ptrans10:d	,	preg	,	d
2X_45	,	adcclk	,	DUT.I54.ntrans11:d	,	nreg	,	d
2X_46	,	net4	,	DUT.I32.M14:d	,	preg	,	d
2X_47	,	ldoclk	,	DUT.I59.ptrans10:d	,	preg	,	d
2X_48	,	ldoclk	,	DUT.I59.ntrans11:d	,	nreg	,	d
2X_49	,	lock	,	DUT.I42.I116.ptrans25:d	,	preg	,	d
2X_50	,	lock	,	DUT.I42.I116.ntrans22:d	,	nreg	,	d
2X_51	,	sysclk	,	DUT.I61.ptrans10:d	,	preg	,	d
2X_52	,	sysclk	,	DUT.I61.ntrans11:d	,	nreg	,	d
2X_53	,	DUT.net082	,	DUT.I72.ptrans10:d	,	preg	,	d
2X_54	,	DUT.net082	,	DUT.I72.ntrans11:d	,	nreg	,	d
2X_55	,	DUT.divout	,	DUT.I10.I18.ptrans25:d	,	preg	,	d
2X_56	,	DUT.divout	,	DUT.I10.I18.ntrans22:d	,	nreg	,	d
2X_57	,	DUT.oscout	,	DUT.I0.I198.ptrans25:d	,	preg	,	d
2X_58	,	DUT.oscout	,	DUT.I0.I198.ntrans22:d	,	nreg	,	d
2X_59	,	DUT.net06	,	DUT.I12.M2:d	,	preg	,	d
2X_60	,	DUT.net06	,	DUT.I12.M1:d	,	nreg	,	d
2X_61	,	DUT.oscoutb	,	DUT.I0.I193.ptrans25:d	,	preg	,	d
2X_62	,	DUT.oscoutb	,	DUT.I0.I193.ntrans22:d	,	nreg	,	d
2X_63	,	DUT.net057	,	DUT.I67.M2:d	,	preg	,	d
2X_64	,	DUT.net057	,	DUT.I67.M1:d	,	nreg	,	d
2X_65	,	DUT.net020	,	DUT.I17.M2:d	,	preg	,	d
2X_66	,	DUT.net020	,	DUT.I17.M1:d	,	nreg	,	d
2X_67	,	DUT.net021	,	DUT.I19.M2:d	,	preg	,	d
2X_68	,	DUT.net021	,	DUT.I19.M1:d	,	nreg	,	d
2X_69	,	DUT.div	,	DUT.I47.ptrans10:d	,	preg	,	d
2X_70	,	DUT.div	,	DUT.I47.ntrans11:d	,	nreg	,	d
2X_71	,	DUT.dn	,	DUT.I14.I26.ptrans10:d	,	preg	,	d
2X_72	,	DUT.dn	,	DUT.I14.I26.ntrans11:d	,	nreg	,	d
2X_73	,	DUT.ref	,	DUT.I46.ptrans10:d	,	preg	,	d
2X_74	,	DUT.ref	,	DUT.I46.ntrans11:d	,	nreg	,	d
2X_75	,	DUT.up	,	DUT.I14.I21.ptrans10:d	,	preg	,	d
2X_76	,	DUT.up	,	DUT.I14.I21.ntrans11:d	,	nreg	,	d
2X_77	,	DUT.oscin	,	DUT.I0.M42:d	,	preg	,	d
2X_78	,	DUT.oscin	,	DUT.I0.M133:d	,	preg	,	d
2X_79	,	DUT.oscin	,	DUT.M4:d	,	nreg	,	d
2X_80	,	DUT.net038	,	DUT.M2:d	,	nreg	,	d
2X_81	,	DUT.net038	,	DUT.M1:d	,	nreg	,	d
2X_82	,	DUT.net059	,	DUT.R6:1	,	resistor	,	1
2X_83	,	DUT.net056	,	DUT.I66.ptrans10:d	,	preg	,	d
2X_84	,	DUT.net056	,	DUT.I66.ntrans11:d	,	nreg	,	d
2X_85	,	DUT.filtout	,	DUT.I32.M4:d	,	preg	,	d
2X_86	,	DUT.filtout	,	DUT.I32.M18:d	,	nreg	,	d
2X_87	,	DUT.filtout	,	DUT.I32.M6:d	,	nreg	,	d
2X_88	,	DUT.filtout	,	DUT.M3:d	,	preg	,	d
2X_89	,	DUT.filtout	,	DUT.R0:1	,	resistor	,	1
2X_90	,	DUT.filtout	,	DUT.C0:1	,	capacitor	,	1
2X_91	,	DUT.net014	,	DUT.C2:1	,	capacitor	,	1
2X_92	,	DUT.net050	,	DUT.I69.ptrans10:d	,	preg	,	d
2X_93	,	DUT.net050	,	DUT.I69.ntrans11:d	,	nreg	,	d
2X_94	,	DUT.net049	,	DUT.I70.M122:d	,	preg	,	d
2X_95	,	DUT.net049	,	DUT.I70.M49:d	,	preg	,	d
2X_96	,	DUT.net049	,	DUT.I70.M124:d	,	nreg	,	d
2X_97	,	DUT.net049	,	DUT.I70.M53:d	,	nreg	,	d
2X_98	,	DUT.net083	,	DUT.I70.M55:d	,	preg	,	d
2X_99	,	DUT.net083	,	DUT.I70.M54:d	,	nreg	,	d
2X_100	,	DUT.net084	,	DUT.I75.ptrans22:d	,	preg	,	d
2X_101	,	DUT.net084	,	DUT.I75.ntrans25:d	,	nreg	,	d
2X_102	,	DUT.net069	,	DUT.I57.I18.ptrans25:d	,	preg	,	d
2X_103	,	DUT.net069	,	DUT.I57.I18.ntrans22:d	,	nreg	,	d
2X_104	,	DUT.net026	,	DUT.I53.ptrans10:d	,	preg	,	d
2X_105	,	DUT.net026	,	DUT.I53.ntrans11:d	,	nreg	,	d
2X_106	,	DUT.net086	,	DUT.I51.I18.ptrans25:d	,	preg	,	d
2X_107	,	DUT.net086	,	DUT.I51.I18.ntrans22:d	,	nreg	,	d
2X_108	,	DUT.net058	,	DUT.I71.ptrans10:d	,	preg	,	d
2X_109	,	DUT.net058	,	DUT.I71.ntrans11:d	,	nreg	,	d
2X_110	,	DUT.net077	,	DUT.I68.ptrans10:d	,	preg	,	d
2X_111	,	DUT.net077	,	DUT.I68.ntrans11:d	,	nreg	,	d
2X_112	,	DUT.net075	,	DUT.I62.ptrans10:d	,	preg	,	d
2X_113	,	DUT.net075	,	DUT.I62.ntrans11:d	,	nreg	,	d
2X_114	,	DUT.net028	,	DUT.I60.ptrans10:d	,	preg	,	d
2X_115	,	DUT.net028	,	DUT.I60.ntrans11:d	,	nreg	,	d
2X_116	,	DUT.net070	,	DUT.I56.ptrans10:d	,	preg	,	d
2X_117	,	DUT.net070	,	DUT.I56.ntrans11:d	,	nreg	,	d
2X_118	,	DUT.net090	,	DUT.I52.ptrans10:d	,	preg	,	d
2X_119	,	DUT.net090	,	DUT.I52.ntrans11:d	,	nreg	,	d
2X_120	,	DUT.net033	,	DUT.I45.ptrans10:d	,	preg	,	d
2X_121	,	DUT.net033	,	DUT.I45.ntrans11:d	,	nreg	,	d
2X_122	,	DUT.net032	,	DUT.I55.ptrans10:d	,	preg	,	d
2X_123	,	DUT.net032	,	DUT.I55.ntrans11:d	,	nreg	,	d
2X_124	,	DUT.net098	,	DUT.I79.ptrans10:d	,	preg	,	d
2X_125	,	DUT.net098	,	DUT.I79.ntrans11:d	,	nreg	,	d
2X_126	,	DUT.net066	,	DUT.I78.ptrans10:d	,	preg	,	d
2X_127	,	DUT.net066	,	DUT.I78.ntrans11:d	,	nreg	,	d
2X_128	,	DUT.net029	,	DUT.I74.M55:d	,	preg	,	d
2X_129	,	DUT.net029	,	DUT.I74.M3:d	,	nreg	,	d
2X_130	,	DUT.net029	,	DUT.I74.M54:d	,	nreg	,	d
2X_131	,	DUT.net037	,	DUT.I73.M55:d	,	preg	,	d
2X_132	,	DUT.net037	,	DUT.I73.M3:d	,	nreg	,	d
2X_133	,	DUT.net037	,	DUT.I73.M54:d	,	nreg	,	d
2X_134	,	DUT.net012	,	DUT.I73.M0:d	,	preg	,	d
2X_135	,	DUT.net012	,	DUT.I73.M122:d	,	preg	,	d
2X_136	,	DUT.net012	,	DUT.I73.M49:d	,	preg	,	d
2X_137	,	DUT.net012	,	DUT.I73.M124:d	,	nreg	,	d
2X_138	,	DUT.net012	,	DUT.I73.M53:d	,	nreg	,	d
2X_139	,	DUT.net025	,	DUT.I74.M0:d	,	preg	,	d
2X_140	,	DUT.net025	,	DUT.I74.M122:d	,	preg	,	d
2X_141	,	DUT.net025	,	DUT.I74.M49:d	,	preg	,	d
2X_142	,	DUT.net025	,	DUT.I74.M124:d	,	nreg	,	d
2X_143	,	DUT.net025	,	DUT.I74.M53:d	,	nreg	,	d
2X_144	,	DUT.net081	,	DUT.I77.ptrans25:d	,	preg	,	d
2X_145	,	DUT.net081	,	DUT.I77.ntrans22:d	,	nreg	,	d
2X_146	,	DUT.net089	,	DUT.I76.ptrans25:d	,	preg	,	d
2X_147	,	DUT.net089	,	DUT.I76.ntrans22:d	,	nreg	,	d
2X_148	,	DUT.I10.net038	,	DUT.I10.I19.ptrans10:d	,	preg	,	d
2X_149	,	DUT.I10.net038	,	DUT.I10.I19.ntrans11:d	,	nreg	,	d
2X_150	,	DUT.I10.net06	,	DUT.I10.I163.I140.M55:d	,	preg	,	d
2X_151	,	DUT.I10.net06	,	DUT.I10.I163.I140.M54:d	,	nreg	,	d
2X_152	,	DUT.I10.net037	,	DUT.I10.I150.M2:d	,	preg	,	d
2X_153	,	DUT.I10.net037	,	DUT.I10.I150.M1:d	,	nreg	,	d
2X_154	,	DUT.I10.net039	,	DUT.I10.I17.ptrans25:d	,	preg	,	d
2X_155	,	DUT.I10.net039	,	DUT.I10.I17.ntrans22:d	,	nreg	,	d
2X_156	,	DUT.I10.net015	,	DUT.I10.I164.I139.M55:d	,	preg	,	d
2X_157	,	DUT.I10.net015	,	DUT.I10.I164.I139.M54:d	,	nreg	,	d
2X_158	,	DUT.I10.net31	,	DUT.I10.I164.I140.M55:d	,	preg	,	d
2X_159	,	DUT.I10.net31	,	DUT.I10.I164.I140.M54:d	,	nreg	,	d
2X_160	,	DUT.I10.net25	,	DUT.I10.I163.I139.M55:d	,	preg	,	d
2X_161	,	DUT.I10.net25	,	DUT.I10.I163.I139.M54:d	,	nreg	,	d
2X_162	,	DUT.I10.net010	,	DUT.I10.I171.ptrans22:d	,	preg	,	d
2X_163	,	DUT.I10.net010	,	DUT.I10.I171.ntrans25:d	,	nreg	,	d
2X_164	,	DUT.I10.net021	,	DUT.I10.I162.I139.M55:d	,	preg	,	d
2X_165	,	DUT.I10.net021	,	DUT.I10.I162.I139.M54:d	,	nreg	,	d
2X_166	,	DUT.I10.net014	,	DUT.I10.I24.ptrans22:d	,	preg	,	d
2X_167	,	DUT.I10.net014	,	DUT.I10.I24.ntrans25:d	,	nreg	,	d
2X_168	,	DUT.I10.net26	,	DUT.I10.I162.I140.M55:d	,	preg	,	d
2X_169	,	DUT.I10.net26	,	DUT.I10.I162.I140.M54:d	,	nreg	,	d
2X_170	,	DUT.I10.net22	,	DUT.I10.I170.I139.M55:d	,	preg	,	d
2X_171	,	DUT.I10.net22	,	DUT.I10.I170.I139.M54:d	,	nreg	,	d
2X_172	,	DUT.I10.net24	,	DUT.I10.I170.I140.M55:d	,	preg	,	d
2X_173	,	DUT.I10.net24	,	DUT.I10.I170.I140.M54:d	,	nreg	,	d
2X_174	,	DUT.I10.net030	,	DUT.I10.I22.ptrans22:d	,	preg	,	d
2X_175	,	DUT.I10.net030	,	DUT.I10.I22.ntrans25:d	,	nreg	,	d
2X_176	,	DUT.I10.net011	,	DUT.I10.I21.ptrans10:d	,	preg	,	d
2X_177	,	DUT.I10.net011	,	DUT.I10.I21.ntrans11:d	,	nreg	,	d
2X_178	,	DUT.I10.net043	,	DUT.I10.I23.ptrans10:d	,	preg	,	d
2X_179	,	DUT.I10.net043	,	DUT.I10.I23.ntrans11:d	,	nreg	,	d
2X_180	,	DUT.I10.I18.net39	,	DUT.I10.I18.ptrans24:d	,	preg	,	d
2X_181	,	DUT.I10.I18.net39	,	DUT.I10.I18.ptrans23:d	,	preg	,	d
2X_182	,	DUT.I10.I18.net39	,	DUT.I10.I18.ntrans21:d	,	nreg	,	d
2X_183	,	DUT.I10.I18.net32	,	DUT.I10.I18.ntrans20:d	,	nreg	,	d
2X_184	,	DUT.I10.I17.net39	,	DUT.I10.I17.ptrans24:d	,	preg	,	d
2X_185	,	DUT.I10.I17.net39	,	DUT.I10.I17.ptrans23:d	,	preg	,	d
2X_186	,	DUT.I10.I17.net39	,	DUT.I10.I17.ntrans21:d	,	nreg	,	d
2X_187	,	DUT.I10.I17.net32	,	DUT.I10.I17.ntrans20:d	,	nreg	,	d
2X_188	,	DUT.I10.I164.net9	,	DUT.I10.I164.I146.ptrans10:d	,	preg	,	d
2X_189	,	DUT.I10.I164.net9	,	DUT.I10.I164.I146.ntrans11:d	,	nreg	,	d
2X_190	,	DUT.I10.I164.net20	,	DUT.I10.I164.I0.ptrans25:d	,	preg	,	d
2X_191	,	DUT.I10.I164.net20	,	DUT.I10.I164.I0.ntrans22:d	,	nreg	,	d
2X_192	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M122:d	,	preg	,	d
2X_193	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M49:d	,	preg	,	d
2X_194	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M124:d	,	nreg	,	d
2X_195	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M53:d	,	nreg	,	d
2X_196	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M122:d	,	preg	,	d
2X_197	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M49:d	,	preg	,	d
2X_198	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M124:d	,	nreg	,	d
2X_199	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M53:d	,	nreg	,	d
2X_200	,	DUT.I10.I164.net18	,	DUT.I10.I164.I160.ptrans25:d	,	preg	,	d
