* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net,path-port,device,terminal
TAG	,	Net	,	Path	,	Device	,	Terminal
G_258	,	DUT.net037	,	DUT.I56.ntrans11:g	,	nreg	,	g
G_259	,	DUT.net037	,	DUT.I73.M122:g	,	preg	,	g
G_260	,	DUT.net037	,	DUT.I73.M124:g	,	nreg	,	g
G_261	,	DUT.net012	,	DUT.I73.M129:g	,	preg	,	g
G_262	,	DUT.net012	,	DUT.I73.M127:g	,	preg	,	g
G_263	,	DUT.net012	,	DUT.I73.M55:g	,	preg	,	g
G_264	,	DUT.net012	,	DUT.I73.M43:g	,	preg	,	g
G_265	,	DUT.net012	,	DUT.I73.M126:g	,	nreg	,	g
G_266	,	DUT.net012	,	DUT.I73.M45:g	,	nreg	,	g
G_267	,	DUT.net012	,	DUT.I73.M54:g	,	nreg	,	g
G_268	,	DUT.net025	,	DUT.I74.M129:g	,	preg	,	g
G_269	,	DUT.net025	,	DUT.I74.M127:g	,	preg	,	g
G_270	,	DUT.net025	,	DUT.I74.M55:g	,	preg	,	g
G_271	,	DUT.net025	,	DUT.I74.M43:g	,	preg	,	g
G_272	,	DUT.net025	,	DUT.I74.M126:g	,	nreg	,	g
G_273	,	DUT.net025	,	DUT.I74.M45:g	,	nreg	,	g
G_274	,	DUT.net025	,	DUT.I74.M54:g	,	nreg	,	g
G_275	,	DUT.net081	,	DUT.I75.ptrans24:g	,	preg	,	g
G_276	,	DUT.net081	,	DUT.I75.ntrans27:g	,	nreg	,	g
G_277	,	DUT.net089	,	DUT.I75.ptrans23:g	,	preg	,	g
G_278	,	DUT.net089	,	DUT.I75.ntrans26:g	,	nreg	,	g
G_279	,	DUT.I10.net038	,	DUT.I10.I18.ptrans24:g	,	preg	,	g
G_280	,	DUT.I10.net038	,	DUT.I10.I18.ntrans21:g	,	nreg	,	g
G_281	,	DUT.I10.net038	,	DUT.I10.I17.ptrans24:g	,	preg	,	g
G_282	,	DUT.I10.net038	,	DUT.I10.I17.ntrans21:g	,	nreg	,	g
G_283	,	DUT.I10.net06	,	DUT.I10.I18.ptrans23:g	,	preg	,	g
G_284	,	DUT.I10.net06	,	DUT.I10.I18.ntrans20:g	,	nreg	,	g
G_285	,	DUT.I10.net06	,	DUT.I10.I164.I0.ptrans24:g	,	preg	,	g
G_286	,	DUT.I10.net06	,	DUT.I10.I164.I0.ntrans21:g	,	nreg	,	g
G_287	,	DUT.I10.net06	,	DUT.I10.I163.I153.ptrans23:g	,	preg	,	g
G_288	,	DUT.I10.net06	,	DUT.I10.I163.I153.ntrans20:g	,	nreg	,	g
G_289	,	DUT.I10.net06	,	DUT.I10.I163.I140.M122:g	,	preg	,	g
G_290	,	DUT.I10.net06	,	DUT.I10.I163.I140.M124:g	,	nreg	,	g
G_291	,	DUT.I10.net037	,	DUT.I10.I17.ptrans23:g	,	preg	,	g
G_292	,	DUT.I10.net037	,	DUT.I10.I17.ntrans20:g	,	nreg	,	g
G_293	,	DUT.I10.net037	,	DUT.I10.I150.M90:g	,	preg	,	g
G_294	,	DUT.I10.net037	,	DUT.I10.I150.M91:g	,	nreg	,	g
G_295	,	DUT.I10.net039	,	DUT.I10.I164.I146.ptrans10:g	,	preg	,	g
G_296	,	DUT.I10.net039	,	DUT.I10.I164.I146.ntrans11:g	,	nreg	,	g
G_297	,	DUT.I10.net039	,	DUT.I10.I164.I140.M123:g	,	preg	,	g
G_298	,	DUT.I10.net039	,	DUT.I10.I164.I140.M119:g	,	preg	,	g
G_299	,	DUT.I10.net039	,	DUT.I10.I164.I140.M48:g	,	preg	,	g
G_300	,	DUT.I10.net039	,	DUT.I10.I164.I140.M132:g	,	nreg	,	g
G_301	,	DUT.I10.net039	,	DUT.I10.I164.I140.M128:g	,	nreg	,	g
G_302	,	DUT.I10.net039	,	DUT.I10.I164.I140.M120:g	,	nreg	,	g
G_303	,	DUT.I10.net039	,	DUT.I10.I164.I140.M53:g	,	nreg	,	g
G_304	,	DUT.I10.net039	,	DUT.I10.I164.I138.M123:g	,	preg	,	g
G_305	,	DUT.I10.net039	,	DUT.I10.I164.I138.M119:g	,	preg	,	g
G_306	,	DUT.I10.net039	,	DUT.I10.I164.I138.M48:g	,	preg	,	g
G_307	,	DUT.I10.net039	,	DUT.I10.I164.I138.M132:g	,	nreg	,	g
G_308	,	DUT.I10.net039	,	DUT.I10.I164.I138.M128:g	,	nreg	,	g
G_309	,	DUT.I10.net039	,	DUT.I10.I164.I138.M120:g	,	nreg	,	g
G_310	,	DUT.I10.net039	,	DUT.I10.I164.I138.M53:g	,	nreg	,	g
G_311	,	DUT.I10.net015	,	DUT.I10.I164.I0.ptrans23:g	,	preg	,	g
G_312	,	DUT.I10.net015	,	DUT.I10.I164.I0.ntrans20:g	,	nreg	,	g
G_313	,	DUT.I10.net015	,	DUT.I10.I164.I139.M122:g	,	preg	,	g
G_314	,	DUT.I10.net015	,	DUT.I10.I164.I139.M124:g	,	nreg	,	g
G_315	,	DUT.I10.net015	,	DUT.I10.I163.I146.ptrans10:g	,	preg	,	g
G_316	,	DUT.I10.net015	,	DUT.I10.I163.I146.ntrans11:g	,	nreg	,	g
G_317	,	DUT.I10.net015	,	DUT.I10.I163.I140.M123:g	,	preg	,	g
G_318	,	DUT.I10.net015	,	DUT.I10.I163.I140.M119:g	,	preg	,	g
G_319	,	DUT.I10.net015	,	DUT.I10.I163.I140.M48:g	,	preg	,	g
G_320	,	DUT.I10.net015	,	DUT.I10.I163.I140.M132:g	,	nreg	,	g
G_321	,	DUT.I10.net015	,	DUT.I10.I163.I140.M128:g	,	nreg	,	g
G_322	,	DUT.I10.net015	,	DUT.I10.I163.I140.M120:g	,	nreg	,	g
G_323	,	DUT.I10.net015	,	DUT.I10.I163.I140.M53:g	,	nreg	,	g
G_324	,	DUT.I10.net015	,	DUT.I10.I163.I138.M123:g	,	preg	,	g
G_325	,	DUT.I10.net015	,	DUT.I10.I163.I138.M119:g	,	preg	,	g
G_326	,	DUT.I10.net015	,	DUT.I10.I163.I138.M48:g	,	preg	,	g
G_327	,	DUT.I10.net015	,	DUT.I10.I163.I138.M132:g	,	nreg	,	g
G_328	,	DUT.I10.net015	,	DUT.I10.I163.I138.M128:g	,	nreg	,	g
G_329	,	DUT.I10.net015	,	DUT.I10.I163.I138.M120:g	,	nreg	,	g
G_330	,	DUT.I10.net015	,	DUT.I10.I163.I138.M53:g	,	nreg	,	g
G_331	,	DUT.I10.net31	,	DUT.I10.I164.I153.ptrans23:g	,	preg	,	g
G_332	,	DUT.I10.net31	,	DUT.I10.I164.I153.ntrans20:g	,	nreg	,	g
G_333	,	DUT.I10.net31	,	DUT.I10.I164.I140.M122:g	,	preg	,	g
G_334	,	DUT.I10.net31	,	DUT.I10.I164.I140.M124:g	,	nreg	,	g
G_335	,	DUT.I10.net25	,	DUT.I10.I163.I0.ptrans23:g	,	preg	,	g
G_336	,	DUT.I10.net25	,	DUT.I10.I163.I0.ntrans20:g	,	nreg	,	g
G_337	,	DUT.I10.net25	,	DUT.I10.I163.I139.M122:g	,	preg	,	g
G_338	,	DUT.I10.net25	,	DUT.I10.I163.I139.M124:g	,	nreg	,	g
G_339	,	DUT.I10.net25	,	DUT.I10.I162.I146.ptrans10:g	,	preg	,	g
G_340	,	DUT.I10.net25	,	DUT.I10.I162.I146.ntrans11:g	,	nreg	,	g
G_341	,	DUT.I10.net25	,	DUT.I10.I162.I140.M123:g	,	preg	,	g
G_342	,	DUT.I10.net25	,	DUT.I10.I162.I140.M119:g	,	preg	,	g
G_343	,	DUT.I10.net25	,	DUT.I10.I162.I140.M48:g	,	preg	,	g
G_344	,	DUT.I10.net25	,	DUT.I10.I162.I140.M132:g	,	nreg	,	g
G_345	,	DUT.I10.net25	,	DUT.I10.I162.I140.M128:g	,	nreg	,	g
G_346	,	DUT.I10.net25	,	DUT.I10.I162.I140.M120:g	,	nreg	,	g
G_347	,	DUT.I10.net25	,	DUT.I10.I162.I140.M53:g	,	nreg	,	g
G_348	,	DUT.I10.net25	,	DUT.I10.I162.I138.M123:g	,	preg	,	g
G_349	,	DUT.I10.net25	,	DUT.I10.I162.I138.M119:g	,	preg	,	g
G_350	,	DUT.I10.net25	,	DUT.I10.I162.I138.M48:g	,	preg	,	g
G_351	,	DUT.I10.net25	,	DUT.I10.I162.I138.M132:g	,	nreg	,	g
G_352	,	DUT.I10.net25	,	DUT.I10.I162.I138.M128:g	,	nreg	,	g
G_353	,	DUT.I10.net25	,	DUT.I10.I162.I138.M120:g	,	nreg	,	g
G_354	,	DUT.I10.net25	,	DUT.I10.I162.I138.M53:g	,	nreg	,	g
G_355	,	DUT.I10.net010	,	DUT.I10.I163.I0.ptrans24:g	,	preg	,	g
G_356	,	DUT.I10.net010	,	DUT.I10.I163.I0.ntrans21:g	,	nreg	,	g
G_357	,	DUT.I10.net021	,	DUT.I10.I162.I0.ptrans23:g	,	preg	,	g
G_358	,	DUT.I10.net021	,	DUT.I10.I162.I0.ntrans20:g	,	nreg	,	g
G_359	,	DUT.I10.net021	,	DUT.I10.I162.I139.M122:g	,	preg	,	g
G_360	,	DUT.I10.net021	,	DUT.I10.I162.I139.M124:g	,	nreg	,	g
G_361	,	DUT.I10.net021	,	DUT.I10.I170.I146.ptrans10:g	,	preg	,	g
G_362	,	DUT.I10.net021	,	DUT.I10.I170.I146.ntrans11:g	,	nreg	,	g
G_363	,	DUT.I10.net021	,	DUT.I10.I170.I140.M123:g	,	preg	,	g
G_364	,	DUT.I10.net021	,	DUT.I10.I170.I140.M119:g	,	preg	,	g
G_365	,	DUT.I10.net021	,	DUT.I10.I170.I140.M48:g	,	preg	,	g
G_366	,	DUT.I10.net021	,	DUT.I10.I170.I140.M132:g	,	nreg	,	g
G_367	,	DUT.I10.net021	,	DUT.I10.I170.I140.M128:g	,	nreg	,	g
G_368	,	DUT.I10.net021	,	DUT.I10.I170.I140.M120:g	,	nreg	,	g
G_369	,	DUT.I10.net021	,	DUT.I10.I170.I140.M53:g	,	nreg	,	g
G_370	,	DUT.I10.net021	,	DUT.I10.I170.I138.M123:g	,	preg	,	g
G_371	,	DUT.I10.net021	,	DUT.I10.I170.I138.M119:g	,	preg	,	g
G_372	,	DUT.I10.net021	,	DUT.I10.I170.I138.M48:g	,	preg	,	g
G_373	,	DUT.I10.net021	,	DUT.I10.I170.I138.M132:g	,	nreg	,	g
G_374	,	DUT.I10.net021	,	DUT.I10.I170.I138.M128:g	,	nreg	,	g
G_375	,	DUT.I10.net021	,	DUT.I10.I170.I138.M120:g	,	nreg	,	g
G_376	,	DUT.I10.net021	,	DUT.I10.I170.I138.M53:g	,	nreg	,	g
G_377	,	DUT.I10.net014	,	DUT.I10.I162.I0.ptrans24:g	,	preg	,	g
G_378	,	DUT.I10.net014	,	DUT.I10.I162.I0.ntrans21:g	,	nreg	,	g
G_379	,	DUT.I10.net26	,	DUT.I10.I162.I153.ptrans23:g	,	preg	,	g
G_380	,	DUT.I10.net26	,	DUT.I10.I162.I153.ntrans20:g	,	nreg	,	g
G_381	,	DUT.I10.net26	,	DUT.I10.I162.I140.M122:g	,	preg	,	g
G_382	,	DUT.I10.net26	,	DUT.I10.I162.I140.M124:g	,	nreg	,	g
G_383	,	DUT.I10.net26	,	DUT.I10.I171.ptrans23:g	,	preg	,	g
G_384	,	DUT.I10.net26	,	DUT.I10.I171.ntrans26:g	,	nreg	,	g
G_385	,	DUT.I10.net22	,	DUT.I10.I170.I0.ptrans23:g	,	preg	,	g
G_386	,	DUT.I10.net22	,	DUT.I10.I170.I0.ntrans20:g	,	nreg	,	g
G_387	,	DUT.I10.net22	,	DUT.I10.I170.I139.M122:g	,	preg	,	g
G_388	,	DUT.I10.net22	,	DUT.I10.I170.I139.M124:g	,	nreg	,	g
G_389	,	DUT.I10.net24	,	DUT.I10.I170.I153.ptrans23:g	,	preg	,	g
G_390	,	DUT.I10.net24	,	DUT.I10.I170.I153.ntrans20:g	,	nreg	,	g
G_391	,	DUT.I10.net24	,	DUT.I10.I170.I140.M122:g	,	preg	,	g
G_392	,	DUT.I10.net24	,	DUT.I10.I170.I140.M124:g	,	nreg	,	g
G_393	,	DUT.I10.net24	,	DUT.I10.I24.ptrans23:g	,	preg	,	g
G_394	,	DUT.I10.net24	,	DUT.I10.I24.ntrans26:g	,	nreg	,	g
G_395	,	DUT.I10.net030	,	DUT.I10.I21.ptrans10:g	,	preg	,	g
G_396	,	DUT.I10.net030	,	DUT.I10.I21.ntrans11:g	,	nreg	,	g
G_397	,	DUT.I10.net011	,	DUT.I10.I171.ptrans24:g	,	preg	,	g
G_398	,	DUT.I10.net011	,	DUT.I10.I171.ntrans27:g	,	nreg	,	g
G_399	,	DUT.I10.net043	,	DUT.I10.I24.ptrans24:g	,	preg	,	g
G_400	,	DUT.I10.net043	,	DUT.I10.I24.ntrans27:g	,	nreg	,	g
G_401	,	DUT.I10.I18.net39	,	DUT.I10.I18.ptrans25:g	,	preg	,	g
G_402	,	DUT.I10.I18.net39	,	DUT.I10.I18.ntrans22:g	,	nreg	,	g
G_403	,	DUT.I10.I17.net39	,	DUT.I10.I17.ptrans25:g	,	preg	,	g
G_404	,	DUT.I10.I17.net39	,	DUT.I10.I17.ntrans22:g	,	nreg	,	g
G_405	,	DUT.I10.I164.net9	,	DUT.I10.I164.I141.M123:g	,	preg	,	g
G_406	,	DUT.I10.I164.net9	,	DUT.I10.I164.I141.M119:g	,	preg	,	g
G_407	,	DUT.I10.I164.net9	,	DUT.I10.I164.I141.M48:g	,	preg	,	g
G_408	,	DUT.I10.I164.net9	,	DUT.I10.I164.I141.M132:g	,	nreg	,	g
G_409	,	DUT.I10.I164.net9	,	DUT.I10.I164.I141.M128:g	,	nreg	,	g
G_410	,	DUT.I10.I164.net9	,	DUT.I10.I164.I141.M120:g	,	nreg	,	g
G_411	,	DUT.I10.I164.net9	,	DUT.I10.I164.I141.M53:g	,	nreg	,	g
G_412	,	DUT.I10.I164.net9	,	DUT.I10.I164.I139.M123:g	,	preg	,	g
G_413	,	DUT.I10.I164.net9	,	DUT.I10.I164.I139.M119:g	,	preg	,	g
G_414	,	DUT.I10.I164.net9	,	DUT.I10.I164.I139.M48:g	,	preg	,	g
G_415	,	DUT.I10.I164.net9	,	DUT.I10.I164.I139.M132:g	,	nreg	,	g
G_416	,	DUT.I10.I164.net9	,	DUT.I10.I164.I139.M128:g	,	nreg	,	g
G_417	,	DUT.I10.I164.net9	,	DUT.I10.I164.I139.M120:g	,	nreg	,	g
G_418	,	DUT.I10.I164.net9	,	DUT.I10.I164.I139.M53:g	,	nreg	,	g
G_419	,	DUT.I10.I164.net20	,	DUT.I10.I164.I140.M129:g	,	preg	,	g
G_420	,	DUT.I10.I164.net20	,	DUT.I10.I164.I140.M43:g	,	preg	,	g
G_421	,	DUT.I10.I164.net20	,	DUT.I10.I164.I140.M45:g	,	nreg	,	g
G_422	,	DUT.I10.I164.net010	,	DUT.I10.I164.I160.ptrans24:g	,	preg	,	g
G_423	,	DUT.I10.I164.net010	,	DUT.I10.I164.I160.ntrans21:g	,	nreg	,	g
G_424	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M127:g	,	preg	,	g
G_425	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M55:g	,	preg	,	g
G_426	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M126:g	,	nreg	,	g
G_427	,	DUT.I10.I164.net010	,	DUT.I10.I164.I139.M54:g	,	nreg	,	g
G_428	,	DUT.I10.I164.net13	,	DUT.I10.I164.I160.ptrans23:g	,	preg	,	g
G_429	,	DUT.I10.I164.net13	,	DUT.I10.I164.I160.ntrans20:g	,	nreg	,	g
G_430	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M127:g	,	preg	,	g
G_431	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M55:g	,	preg	,	g
G_432	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M126:g	,	nreg	,	g
G_433	,	DUT.I10.I164.net13	,	DUT.I10.I164.I141.M54:g	,	nreg	,	g
G_434	,	DUT.I10.I164.net18	,	DUT.I10.I164.I138.M129:g	,	preg	,	g
G_435	,	DUT.I10.I164.net18	,	DUT.I10.I164.I138.M43:g	,	preg	,	g
G_436	,	DUT.I10.I164.net18	,	DUT.I10.I164.I138.M45:g	,	nreg	,	g
G_437	,	DUT.I10.I164.net19	,	DUT.I10.I164.I141.M129:g	,	preg	,	g
G_438	,	DUT.I10.I164.net19	,	DUT.I10.I164.I141.M43:g	,	preg	,	g
G_439	,	DUT.I10.I164.net19	,	DUT.I10.I164.I141.M45:g	,	nreg	,	g
G_440	,	DUT.I10.I164.net22	,	DUT.I10.I164.I141.M122:g	,	preg	,	g
G_441	,	DUT.I10.I164.net22	,	DUT.I10.I164.I141.M124:g	,	nreg	,	g
G_442	,	DUT.I10.I164.net23	,	DUT.I10.I164.I140.M127:g	,	preg	,	g
G_443	,	DUT.I10.I164.net23	,	DUT.I10.I164.I140.M55:g	,	preg	,	g
G_444	,	DUT.I10.I164.net23	,	DUT.I10.I164.I140.M126:g	,	nreg	,	g
G_445	,	DUT.I10.I164.net23	,	DUT.I10.I164.I140.M54:g	,	nreg	,	g
G_446	,	DUT.I10.I164.net14	,	DUT.I10.I164.I139.M129:g	,	preg	,	g
G_447	,	DUT.I10.I164.net14	,	DUT.I10.I164.I139.M43:g	,	preg	,	g
G_448	,	DUT.I10.I164.net14	,	DUT.I10.I164.I139.M45:g	,	nreg	,	g
G_449	,	DUT.I10.I164.net14	,	DUT.I10.I164.I138.M122:g	,	preg	,	g
G_450	,	DUT.I10.I164.net14	,	DUT.I10.I164.I138.M124:g	,	nreg	,	g
G_451	,	DUT.I10.I164.net24	,	DUT.I10.I164.I138.M127:g	,	preg	,	g
G_452	,	DUT.I10.I164.net24	,	DUT.I10.I164.I138.M55:g	,	preg	,	g
G_453	,	DUT.I10.I164.net24	,	DUT.I10.I164.I138.M126:g	,	nreg	,	g
G_454	,	DUT.I10.I164.net24	,	DUT.I10.I164.I138.M54:g	,	nreg	,	g
G_455	,	DUT.I10.I164.I0.net39	,	DUT.I10.I164.I0.ptrans25:g	,	preg	,	g
G_456	,	DUT.I10.I164.I0.net39	,	DUT.I10.I164.I0.ntrans22:g	,	nreg	,	g
G_457	,	DUT.I10.I164.I160.net39	,	DUT.I10.I164.I160.ptrans25:g	,	preg	,	g
G_458	,	DUT.I10.I164.I160.net39	,	DUT.I10.I164.I160.ntrans22:g	,	nreg	,	g
G_459	,	DUT.I10.I164.I153.net39	,	DUT.I10.I164.I153.ptrans25:g	,	preg	,	g
G_460	,	DUT.I10.I164.I153.net39	,	DUT.I10.I164.I153.ntrans22:g	,	nreg	,	g
G_461	,	DUT.I10.I164.I141.b	,	DUT.I10.I164.I141.M131:g	,	preg	,	g
G_462	,	DUT.I10.I164.I141.b	,	DUT.I10.I164.I141.M49:g	,	preg	,	g
G_463	,	DUT.I10.I164.I141.b	,	DUT.I10.I164.I141.M121:g	,	nreg	,	g
G_464	,	DUT.I10.I164.I141.b	,	DUT.I10.I164.I141.M130:g	,	nreg	,	g
G_465	,	DUT.I10.I164.I141.b	,	DUT.I10.I164.I141.M51:g	,	nreg	,	g
G_466	,	DUT.I10.I164.I141.a	,	DUT.I10.I164.I141.M125:g	,	preg	,	g
G_467	,	DUT.I10.I164.I141.a	,	DUT.I10.I164.I141.M52:g	,	nreg	,	g
G_468	,	DUT.I10.I164.I140.b	,	DUT.I10.I164.I140.M131:g	,	preg	,	g
G_469	,	DUT.I10.I164.I140.b	,	DUT.I10.I164.I140.M49:g	,	preg	,	g
G_470	,	DUT.I10.I164.I140.b	,	DUT.I10.I164.I140.M121:g	,	nreg	,	g
G_471	,	DUT.I10.I164.I140.b	,	DUT.I10.I164.I140.M130:g	,	nreg	,	g
G_472	,	DUT.I10.I164.I140.b	,	DUT.I10.I164.I140.M51:g	,	nreg	,	g
G_473	,	DUT.I10.I164.I140.a	,	DUT.I10.I164.I140.M125:g	,	preg	,	g
G_474	,	DUT.I10.I164.I140.a	,	DUT.I10.I164.I140.M52:g	,	nreg	,	g
G_475	,	DUT.I10.I164.I139.b	,	DUT.I10.I164.I139.M131:g	,	preg	,	g
G_476	,	DUT.I10.I164.I139.b	,	DUT.I10.I164.I139.M49:g	,	preg	,	g
G_477	,	DUT.I10.I164.I139.b	,	DUT.I10.I164.I139.M121:g	,	nreg	,	g
G_478	,	DUT.I10.I164.I139.b	,	DUT.I10.I164.I139.M130:g	,	nreg	,	g
G_479	,	DUT.I10.I164.I139.b	,	DUT.I10.I164.I139.M51:g	,	nreg	,	g
G_480	,	DUT.I10.I164.I139.a	,	DUT.I10.I164.I139.M125:g	,	preg	,	g
G_481	,	DUT.I10.I164.I139.a	,	DUT.I10.I164.I139.M52:g	,	nreg	,	g
G_482	,	DUT.I10.I164.I138.b	,	DUT.I10.I164.I138.M131:g	,	preg	,	g
G_483	,	DUT.I10.I164.I138.b	,	DUT.I10.I164.I138.M49:g	,	preg	,	g
G_484	,	DUT.I10.I164.I138.b	,	DUT.I10.I164.I138.M121:g	,	nreg	,	g
G_485	,	DUT.I10.I164.I138.b	,	DUT.I10.I164.I138.M130:g	,	nreg	,	g
G_486	,	DUT.I10.I164.I138.b	,	DUT.I10.I164.I138.M51:g	,	nreg	,	g
G_487	,	DUT.I10.I164.I138.a	,	DUT.I10.I164.I138.M125:g	,	preg	,	g
G_488	,	DUT.I10.I164.I138.a	,	DUT.I10.I164.I138.M52:g	,	nreg	,	g
G_489	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M123:g	,	preg	,	g
G_490	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M119:g	,	preg	,	g
G_491	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M48:g	,	preg	,	g
G_492	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M132:g	,	nreg	,	g
G_493	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M128:g	,	nreg	,	g
G_494	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M120:g	,	nreg	,	g
G_495	,	DUT.I10.I163.net9	,	DUT.I10.I163.I141.M53:g	,	nreg	,	g
G_496	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M123:g	,	preg	,	g
G_497	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M119:g	,	preg	,	g
G_498	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M48:g	,	preg	,	g
G_499	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M132:g	,	nreg	,	g
G_500	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M128:g	,	nreg	,	g
G_501	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M120:g	,	nreg	,	g
G_502	,	DUT.I10.I163.net9	,	DUT.I10.I163.I139.M53:g	,	nreg	,	g
G_503	,	DUT.I10.I163.net20	,	DUT.I10.I163.I140.M129:g	,	preg	,	g
G_504	,	DUT.I10.I163.net20	,	DUT.I10.I163.I140.M43:g	,	preg	,	g
G_505	,	DUT.I10.I163.net20	,	DUT.I10.I163.I140.M45:g	,	nreg	,	g
G_506	,	DUT.I10.I163.net010	,	DUT.I10.I163.I160.ptrans24:g	,	preg	,	g
G_507	,	DUT.I10.I163.net010	,	DUT.I10.I163.I160.ntrans21:g	,	nreg	,	g
G_508	,	DUT.I10.I163.net010	,	DUT.I10.I163.I139.M127:g	,	preg	,	g
G_509	,	DUT.I10.I163.net010	,	DUT.I10.I163.I139.M55:g	,	preg	,	g
G_510	,	DUT.I10.I163.net010	,	DUT.I10.I163.I139.M126:g	,	nreg	,	g
G_511	,	DUT.I10.I163.net010	,	DUT.I10.I163.I139.M54:g	,	nreg	,	g
G_512	,	DUT.I10.I163.net13	,	DUT.I10.I163.I160.ptrans23:g	,	preg	,	g
G_513	,	DUT.I10.I163.net13	,	DUT.I10.I163.I160.ntrans20:g	,	nreg	,	g
G_514	,	DUT.I10.I163.net13	,	DUT.I10.I163.I141.M127:g	,	preg	,	g
G_515	,	DUT.I10.I163.net13	,	DUT.I10.I163.I141.M55:g	,	preg	,	g
G_516	,	DUT.I10.I163.net13	,	DUT.I10.I163.I141.M126:g	,	nreg	,	g
G_517	,	DUT.I10.I163.net13	,	DUT.I10.I163.I141.M54:g	,	nreg	,	g
G_518	,	DUT.I10.I163.net18	,	DUT.I10.I163.I138.M129:g	,	preg	,	g
G_519	,	DUT.I10.I163.net18	,	DUT.I10.I163.I138.M43:g	,	preg	,	g
G_520	,	DUT.I10.I163.net18	,	DUT.I10.I163.I138.M45:g	,	nreg	,	g
G_521	,	DUT.I10.I163.net19	,	DUT.I10.I163.I141.M129:g	,	preg	,	g
G_522	,	DUT.I10.I163.net19	,	DUT.I10.I163.I141.M43:g	,	preg	,	g
G_523	,	DUT.I10.I163.net19	,	DUT.I10.I163.I141.M45:g	,	nreg	,	g
G_524	,	DUT.I10.I163.net22	,	DUT.I10.I163.I141.M122:g	,	preg	,	g
G_525	,	DUT.I10.I163.net22	,	DUT.I10.I163.I141.M124:g	,	nreg	,	g
G_526	,	DUT.I10.I163.net23	,	DUT.I10.I163.I140.M127:g	,	preg	,	g
G_527	,	DUT.I10.I163.net23	,	DUT.I10.I163.I140.M55:g	,	preg	,	g
G_528	,	DUT.I10.I163.net23	,	DUT.I10.I163.I140.M126:g	,	nreg	,	g
G_529	,	DUT.I10.I163.net23	,	DUT.I10.I163.I140.M54:g	,	nreg	,	g
G_530	,	DUT.I10.I163.net14	,	DUT.I10.I163.I139.M129:g	,	preg	,	g
G_531	,	DUT.I10.I163.net14	,	DUT.I10.I163.I139.M43:g	,	preg	,	g
G_532	,	DUT.I10.I163.net14	,	DUT.I10.I163.I139.M45:g	,	nreg	,	g
G_533	,	DUT.I10.I163.net14	,	DUT.I10.I163.I138.M122:g	,	preg	,	g
G_534	,	DUT.I10.I163.net14	,	DUT.I10.I163.I138.M124:g	,	nreg	,	g
G_535	,	DUT.I10.I163.net24	,	DUT.I10.I163.I138.M127:g	,	preg	,	g
G_536	,	DUT.I10.I163.net24	,	DUT.I10.I163.I138.M55:g	,	preg	,	g
G_537	,	DUT.I10.I163.net24	,	DUT.I10.I163.I138.M126:g	,	nreg	,	g
G_538	,	DUT.I10.I163.net24	,	DUT.I10.I163.I138.M54:g	,	nreg	,	g
G_539	,	DUT.I10.I163.I0.net39	,	DUT.I10.I163.I0.ptrans25:g	,	preg	,	g
G_540	,	DUT.I10.I163.I0.net39	,	DUT.I10.I163.I0.ntrans22:g	,	nreg	,	g
G_541	,	DUT.I10.I163.I160.net39	,	DUT.I10.I163.I160.ptrans25:g	,	preg	,	g
